Competition UID,Year,Location,Competition,Class,Overall Rank,Athlete Name,Nation,OQS Points
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,17,Titouan Castryck,FRA,650
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,2,Martin Dougoud,SUI,900
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,5,Jiri Prskavec,CZE,790
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,15,Timothy Anderson,AUS,670
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,22,Lucien Delfour,AUS,600
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,37,Giovanni De Gennaro,ITA,430
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,14,Malo Quemeneur,FRA,680
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,8,Miquel Trave,ESP,760
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,35,Joseph Clarke,GBR,450
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,36,Ben Haylett,GBR,440
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,18,Vit Prindis,CZE,640
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,30,Mathis Soudi,MAR,520
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,29,Michal Pasiut,POL,530
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,34,Felix Oschmautz,AUT,460
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,40,Peter Kauzer,SLO,400
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,20,Stefan Hengst,GER,620
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,3,Boris Neveu,FRA,840
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,10,Noah Hegge,GER,740
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,7,Ondrej Tunka,CZE,770
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,1,Gabriel De Coster,BEL,1000
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,19,Dariusz Popiela,POL,630
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,6,Xin Quan,CHN,780
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,16,Tim Bremer,GER,660
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,27,Pedro Goncalves,BRA,550
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,12,Martin Halcin,SVK,720
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,25,Marcello Beda,ITA,570
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,33,Martin Srabotnik,SLO,470
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,11,Mario Leitner,AUT,730
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,9,Gelindo Chiarello,SUI,750
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,32,Haijie Yu,CHN,480
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,57,Jakub Brzezinski,POL,230
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,28,Alex Baldoni,CAN,540
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,24,Benjamin Pope,AUS,580
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,21,Manuel Ochoa,ESP,610
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,75,Isak Ohrstrom,SWE,100
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,51,Erik Holmer,SWE,290
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,56,Lucas Rossi,ARG,240
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,63,Geronimo Cortez,ARG,170
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,26,Adam Gonsenica,SVK,560
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,59,Lucas Jacob,POR,210
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,55,Ulan Valant,SLO,250
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,69,Thomas Ukalovic,CRO,110
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,31,Liman Huang,CHN,490
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,38,Samuel Curtis,IRL,420
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,52,Fredrik Wahlen,SWE,280
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,58,Alistair Mccreery,IRL,220
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,39,Callum Gilbert,NZL,410
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,13,Joan Crespo,ESP,690
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,60,Ondrej Macus,SVK,200
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,62,Jordan Sherman,USA,180
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,64,Victor Hennin,BEL,160
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,71,Thibaud Lacour,ROU,100
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,66,Koppany Racz,HUN,140
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,68,Serhii Sovko,UKR,120
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,74,Kaelin Friedenson,USA,100
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,67,Tobias Castiglione,ARG,130
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,77,Joao Cunha,POR,100
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,65,Trevor Boyd,CAN,150
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,76,Daisuke Neshime,JPN,100
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,70,Nour Ait Kaddour,MAR,100
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,72,Yoeri Welling,NED,100
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,23,Jonny Dickson,GBR,590
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,4,Finn Butcher,NZL,800
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,53,Lukas Werro,SUI,270
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,54,Maxime Aubertin,BEL,260
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,61,Mael Rivard,CAN,190
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1M,73,Chao Jun Lin,TPE,100
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,28,Eliska Mintalova,SVK,540
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,4,Ricarda Funk,GER,800
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,29,Elena Lilik,GER,530
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,26,Kimberley Woods,GBR,560
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,20,Noemie Fox,AUS,620
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,15,Monica Doria Vilarrubla,AND,670
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,1,Jessica Fox,AUS,1000
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,17,Corinna Kuhnle,AUT,650
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,14,Viktoriia Us,UKR,680
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,5,Eva Tercelj,SLO,790
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,27,Camille Prigent,FRA,550
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,13,Antonie Galuskova,CZE,690
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,11,Zuzana Pankova,SVK,730
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,24,Phoebe Spicer,GBR,580
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,12,Klaudia Zwolinska,POL,720
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,8,Stefanie Horn,ITA,760
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,6,Viktoria Wolffhardt,AUT,780
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,30,Emily Apel,GER,520
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,21,Carole Bouzidi,ALG,610
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,19,Romane Prigent,FRA,630
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,7,Eva Alina Hocevar,SLO,770
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,18,Lena Teunissen,NED,640
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,23,Alena Marx,SUI,590
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,2,Natalia Pacierpnik,POL,900
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,9,Maialen Chourraut,ESP,750
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,44,Ajda Novak,SLO,360
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,53,Lea Baldoni,CAN,270
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,22,Ana Satila,BRA,600
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,10,Emma Vuitton,FRA,740
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,43,Jiahua Yan,CHN,370
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,25,Florence Maheu,CAN,570
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,46,Georgina Collin,AUS,340
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,41,Laia Sorribes,ESP,390
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,49,Barbora Valikova,CZE,310
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,48,Marta Bertoncelli,ITA,320
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,63,Courtney Williams,NZL,170
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,3,Tereza Fiserova,CZE,840
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,58,Julia Cuchi,ESP,220
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,54,Ren Mishima,JPN,260
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,56,Claudia Leenders,NED,240
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,42,Martina Wegman,NED,380
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,66,Ria Sribar,USA,140
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,47,Dominika Brzeska,POL,330
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,51,Simona Glejtekova,SVK,290
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,64,Nerea Castiglione,ARG,160
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,50,Laura Pellicer Chica,AND,300
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,52,Maria Luz Cassini,ARG,280
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,55,Xiaolin Zou,CHN,250
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,61,Celia Jodar,MAR,190
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,65,Roxana Razeghian,IRI,150
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,60,Chih Chin Chou,TPE,200
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,62,Iris Sommernes,NOR,180
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,45,Tong Li,CHN,350
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,57,Lois Betteridge,CAN,230
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,16,Mallory Franklin,GBR,660
2022 Pau World Cup 4,2022,Pau,World Cup 4,K1W,59,Nadia Riquelme,ARG,210
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,1,Denis Gargaud Chanut,FRA,1000
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,5,Miquel Trave,ESP,790
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,7,Mewen Debliquy,FRA,770
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,2,Luka Bozic,SLO,900
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,15,Tristan Carter,AUS,670
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,3,Benjamin Savsek,SLO,840
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,25,Lukas Rohan,CZE,570
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,14,Raffaello Ivaldi,ITA,680
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,4,Nicolas Gestin,FRA,800
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,21,Alex Baldoni,CAN,610
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,8,Matej Benus,SVK,760
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,9,Adam Burgess,GBR,750
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,27,Marko Mirgorodsky,SVK,550
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,10,Thomas Koechlin,SUI,740
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,23,Jean Pierre Bourhis,SEN,590
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,22,Zachary Lokken,USA,600
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,6,Liam Jegou,IRL,780
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,29,Robert Hendrick,IRL,530
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,24,Kaylen Bassett,AUS,580
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,26,Paolo Ceccon,ITA,560
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,13,Vaclav Chaloupka,CZE,690
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,28,Luis Fernandez,ESP,540
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,30,Anze Bercic,SLO,520
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,11,Vojtech Heger,CZE,730
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,54,Nathaniel Francis,USA,260
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,18,Joris Otten,NED,640
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,20,Lennard Tuchscherer,GER,620
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,16,Jake Cochrane,IRL,660
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,46,Yves Bourhis,SEN,340
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,47,Grzegorz Hedwig,POL,330
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,48,Brodie Crawford,AUS,320
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,19,Benjamin Kies,GER,630
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,17,Michal Martikan,SVK,650
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,43,Roberto Colazingari,ITA,370
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,44,Kurts Rozentals,GBR,360
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,42,David Burgos,ESP,380
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,49,Shota Sasaki,JPN,310
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,59,James Kettle,GBR,210
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,45,Zhicheng Zhang,CHN,350
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,50,Manuel Tripano,ARG,300
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,53,Daniel Parry,CAN,270
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,41,Terence Saramandif,MRI,390
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,52,Oliver Puchner,NZL,280
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,60,Yuancong Xie,CHN,200
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,56,Devin Mcewan,USA,240
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,51,Tobias Fantini,ARG,290
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,61,Chin Han Liu,TPE,190
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,57,Vadym Musevych,UKR,230
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,55,Nicolas Tripano,ARG,250
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,12,Timo Trummer,GER,720
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,58,Isaac Zimmerman,CAN,220
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1M,62,Fu Hua Chang,TPE,180
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,2,Zuzana Pankova,SVK,900
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,17,Kimberley Woods,GBR,650
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,3,Jessica Fox,AUS,840
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,18,Monica Doria Vilarrubla,AND,640
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,8,Elena Lilik,GER,760
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,19,Emanuela Luknarova,SVK,630
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,13,Ainhoa Lameiro,ESP,690
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,16,Noemie Fox,AUS,660
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,21,Miren Lazkano,ESP,610
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,14,Laurene Roisin,FRA,680
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,1,Gabriela Satkova,CZE,1000
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,9,Mallory Franklin,GBR,750
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,11,Eva Alina Hocevar,SLO,730
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,6,Andrea Herzog,GER,780
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,12,Martina Satkova,CZE,720
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,5,Marjorie Delassus,FRA,790
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,30,Lucie Baudu,FRA,520
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,15,Marta Bertoncelli,ITA,670
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,25,Viktoria Wolffhardt,AUT,570
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,4,Elena Borghi,ITA,800
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,23,Viktoriia Us,UKR,590
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,24,Lena Teunissen,NED,580
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,26,Klaudia Zwolinska,POL,560
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,27,Lea Novak,SLO,550
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,20,Alja Kozorog,SLO,620
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,29,Klara Olazabal,ESP,530
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,28,Ellis Miller,GBR,540
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,45,Nele Bayn,GER,350
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,49,Viktoriia Dobrotvorska,UKR,310
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,10,Tereza Fiserova,CZE,740
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,7,Ana Satila,BRA,770
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,42,Sona Stanovska,SVK,380
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,47,Lois Betteridge,CAN,330
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,51,Minzhen Lyu,CHN,290
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,43,Wei Han Chen,TPE,370
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,46,Ren Mishima,JPN,340
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,41,Laura Pellicer Chica,AND,390
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,22,Alena Marx,SUI,600
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,44,Yanzhi Huang,CHN,360
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,48,Nerea Castiglione,ARG,320
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,50,Chih Chin Chou,TPE,300
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,52,Haruka Okazaki,JPN,280
2022 Pau World Cup 4,2022,Pau,World Cup 4,C1W,53,Macarena Cejas,ARG,270
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,1,Jiri Prskavec,CZE,1000
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,33,Joan Crespo,ESP,470
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,5,Miquel Trave,ESP,790
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,3,Vit Prindis,CZE,840
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,12,Stefan Hengst,GER,720
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,16,Mario Leitner,AUT,660
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,9,Joseph Clarke,GBR,750
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,21,Manuel Ochoa,ESP,610
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,23,Xin Quan,CHN,590
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,19,Finn Butcher,NZL,630
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,25,Michal Pasiut,POL,570
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,6,Malo Quemeneur,FRA,780
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,40,Noel Hendrick,IRL,400
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,11,Gelindo Chiarello,SUI,730
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,4,Giovanni De Gennaro,ITA,800
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,35,Boris Neveu,FRA,450
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,32,Jakub Brzezinski,POL,480
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,10,Lucien Delfour,AUS,740
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,13,Noah Hegge,GER,690
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,20,Martin Dougoud,SUI,620
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,37,Tim Bremer,GER,430
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,39,Titouan Castryck,FRA,410
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,14,Kazuya Adachi,JPN,680
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,7,Peter Kauzer,SLO,770
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,28,Felix Oschmautz,AUT,540
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,22,Timothy Anderson,AUS,600
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,17,Lukas Werro,SUI,650
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,24,Yusuke Muto,JPN,580
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,27,Pedro Goncalves,BRA,550
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,29,Isak Ohrstrom,SWE,530
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,58,Callum Gilbert,NZL,220
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,8,Ondrej Tunka,CZE,760
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,36,Zeno Ivaldi,ITA,440
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,2,Martin Srabotnik,SLO,900
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,51,Samuel Curtis,IRL,290
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,26,Lucas Rossi,ARG,560
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,34,Marcello Beda,ITA,460
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,60,Adam Gonsenica,SVK,200
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,18,Jonny Dickson,GBR,640
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,15,Benjamin Pope,AUS,670
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,30,Dariusz Popiela,POL,520
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,54,Gabriel De Coster,BEL,260
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,56,Erik Holmer,SWE,240
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,69,Ben Haylett,GBR,110
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,59,Ondrej Macus,SVK,210
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,53,Yuuki Tanaka,JPN,270
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,31,Liman Huang,CHN,490
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,52,Alistair Mccreery,IRL,280
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,64,Zack Mutton,NZL,160
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,61,Alex Baldoni,CAN,190
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,76,Kaelin Friedenson,USA,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,62,Ulan Valant,SLO,180
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,77,Fredrik Wahlen,SWE,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,55,Lucas Jacob,POR,250
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,65,Thibaud Lacour,ROU,150
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,75,Maxime Aubertin,BEL,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,67,Mael Rivard,CAN,130
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,74,Thomas Ukalovic,CRO,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,70,Joao Cunha,POR,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,73,Haijie Yu,CHN,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,38,Martin Halcin,SVK,420
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,62,Jordan Sherman,USA,180
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,71,Serhii Sovko,UKR,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,72,Antonio Reinoso,MEX,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,66,Manuel Tripano,ARG,140
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,78,Trevor Boyd,CAN,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,57,Geronimo Cortez,ARG,230
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,68,Koppany Racz,HUN,120
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,-,Victor Hennin,BEL,#N/A
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1M,79,Chao Jun Lin,TPE,100
2022 Seu World Cup 5,2022,Seu,World Cup 5,K1W,11,Jessica Fox,AUS,730
